time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-05 00:00:00+00:00,13,12,2471,296
2024-04-06 00:00:00+00:00,14,14,2178,228
2024-04-07 00:00:00+00:00,9,9,1906,254
2024-04-08 00:00:00+00:00,14,11,3128,359
2024-04-09 00:00:00+00:00,19,18,3098,393
2024-04-10 00:00:00+00:00,21,21,2846,319
2024-04-11 00:00:00+00:00,20,17,3146,337
2024-04-12 00:00:00+00:00,20,17,2615,297
2024-04-13 00:00:00+00:00,13,12,1936,229
2024-04-14 00:00:00+00:00,20,19,1703,233
2024-04-15 00:00:00+00:00,28,24,2815,334
2024-04-16 00:00:00+00:00,20,19,2401,364
2024-04-17 00:00:00+00:00,22,20,2966,377
2024-04-18 00:00:00+00:00,14,13,2476,318
