time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-20 00:00:00+00:00,59,37,387,126
2026-08-21 00:00:00+00:00,70,39,374,124
2026-08-22 00:00:00+00:00,5387,35,279,86
2026-08-23 00:00:00+00:00,36,31,310,91
2026-08-24 00:00:00+00:00,78,47,432,130
2026-08-25 00:00:00+00:00,61,43,440,145
2026-08-26 00:00:00+00:00,71,37,332,138
2026-08-27 00:00:00+00:00,103,31,449,124
2026-08-28 00:00:00+00:00,73,37,616,104
2026-08-29 00:00:00+00:00,338,22,293,91
2026-08-30 00:00:00+00:00,47,18,338,91
2026-08-31 00:00:00+00:00,24,22,536,127
2026-09-01 00:00:00+00:00,340,57,281,98
2026-09-02 00:00:00+00:00,646,22,396,126
