time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-14 00:00:00+00:00,41,31,2180,351
2023-04-15 00:00:00+00:00,21,20,1686,237
2023-04-16 00:00:00+00:00,27,23,1292,268
2023-04-17 00:00:00+00:00,33,29,2410,399
2023-04-18 00:00:00+00:00,26,23,2243,403
2023-04-19 00:00:00+00:00,32,26,2727,414
2023-04-20 00:00:00+00:00,27,25,1960,370
2023-04-21 00:00:00+00:00,22,22,1404,287
2023-04-22 00:00:00+00:00,18,17,1281,218
2023-04-23 00:00:00+00:00,46,27,1758,283
2023-04-24 00:00:00+00:00,26,22,2037,379
2023-04-25 00:00:00+00:00,27,24,2411,397
2023-04-26 00:00:00+00:00,25,25,2230,392
2023-04-27 00:00:00+00:00,38,28,2235,353
