time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-28 00:00:00+00:00,3758,98,276,112
2026-05-29 00:00:00+00:00,61,44,257,101
2026-05-30 00:00:00+00:00,66,42,237,86
2026-05-31 00:00:00+00:00,49,29,196,84
2026-06-01 00:00:00+00:00,41,27,293,87
2026-06-02 00:00:00+00:00,64,36,216,83
2026-06-03 00:00:00+00:00,39,26,216,81
2026-06-04 00:00:00+00:00,58,32,349,107
2026-06-05 00:00:00+00:00,47,31,518,126
2026-06-06 00:00:00+00:00,41,25,223,83
2026-06-07 00:00:00+00:00,66,34,341,98
2026-06-08 00:00:00+00:00,83,37,251,124
2026-06-09 00:00:00+00:00,42,30,349,113
2026-06-10 00:00:00+00:00,35,22,244,106
