time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-09 00:00:00+00:00,13,13,2989,346
2024-01-10 00:00:00+00:00,14,13,2919,325
2024-01-11 00:00:00+00:00,19,18,3345,323
2024-01-12 00:00:00+00:00,15,15,2287,318
2024-01-13 00:00:00+00:00,9,8,1799,176
2024-01-14 00:00:00+00:00,9,9,2309,222
2024-01-15 00:00:00+00:00,17,16,2846,327
2024-01-16 00:00:00+00:00,14,13,3137,327
2024-01-17 00:00:00+00:00,20,18,3334,337
2024-01-18 00:00:00+00:00,16,15,3147,332
2024-01-19 00:00:00+00:00,57,34,2657,301
2024-01-20 00:00:00+00:00,81,44,2057,210
2024-01-21 00:00:00+00:00,44,32,1963,212
2024-01-22 00:00:00+00:00,16,14,2686,319
