time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-26 00:00:00+00:00,8,7,1948,284
2024-06-27 00:00:00+00:00,4,3,2261,272
2024-06-28 00:00:00+00:00,9,5,2584,256
2024-06-29 00:00:00+00:00,6,6,1706,184
2024-06-30 00:00:00+00:00,6,6,1949,165
2024-07-01 00:00:00+00:00,10,9,2826,311
2024-07-02 00:00:00+00:00,11,9,2533,282
2024-07-03 00:00:00+00:00,11,8,1889,287
2024-07-04 00:00:00+00:00,7,7,2138,289
2024-07-05 00:00:00+00:00,9,8,2389,245
2024-07-06 00:00:00+00:00,6,6,1875,192
2024-07-07 00:00:00+00:00,5,5,1533,163
2024-07-08 00:00:00+00:00,7,7,2382,337
2024-07-09 00:00:00+00:00,7,6,2507,353
