time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-17 00:00:00+00:00,9,6,1049,232
2025-01-18 00:00:00+00:00,8,7,750,159
2025-01-19 00:00:00+00:00,4,2,597,158
2025-01-20 00:00:00+00:00,4,4,996,258
2025-01-21 00:00:00+00:00,6,5,1587,247
2025-01-22 00:00:00+00:00,9,8,1214,258
2025-01-23 00:00:00+00:00,8,7,1730,278
2025-01-24 00:00:00+00:00,11,10,1320,262
2025-01-25 00:00:00+00:00,12,10,992,190
2025-01-26 00:00:00+00:00,6,4,844,178
2025-01-27 00:00:00+00:00,9,8,1400,256
2025-01-28 00:00:00+00:00,5,5,1551,350
2025-01-29 00:00:00+00:00,9,6,2250,265
2025-01-30 00:00:00+00:00,14,11,1155,264
