time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-13 00:00:00+00:00,5,5,2864,323
2024-09-14 00:00:00+00:00,2,2,1671,188
2024-09-15 00:00:00+00:00,7,6,1663,165
2024-09-16 00:00:00+00:00,8,6,2206,221
2024-09-17 00:00:00+00:00,4,4,2017,229
2024-09-18 00:00:00+00:00,8,8,2938,257
2024-09-19 00:00:00+00:00,4,4,3192,331
2024-09-20 00:00:00+00:00,4,3,2455,275
2024-09-21 00:00:00+00:00,5,5,1455,161
2024-09-22 00:00:00+00:00,9,7,1396,186
2024-09-23 00:00:00+00:00,8,4,2115,303
2024-09-24 00:00:00+00:00,13,10,2697,330
2024-09-25 00:00:00+00:00,8,7,2084,305
2024-09-26 00:00:00+00:00,5,5,1608,305
