time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-04 00:00:00+00:00,27,20,818,203
2025-09-05 00:00:00+00:00,31,17,597,152
2025-09-06 00:00:00+00:00,35,17,628,127
2025-09-07 00:00:00+00:00,40,23,3070,138
2025-09-08 00:00:00+00:00,32,17,889,197
2025-09-09 00:00:00+00:00,32,17,701,179
2025-09-10 00:00:00+00:00,32,15,754,211
2025-09-11 00:00:00+00:00,31,19,788,196
2025-09-12 00:00:00+00:00,39,21,861,186
2025-09-13 00:00:00+00:00,52,21,600,123
2025-09-14 00:00:00+00:00,52,21,592,142
2025-09-15 00:00:00+00:00,60,27,762,207
2025-09-16 00:00:00+00:00,33,20,817,209
2025-09-17 00:00:00+00:00,31,17,722,181
