time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-23 00:00:00+00:00,23,21,2527,311
2023-11-24 00:00:00+00:00,25,22,2188,332
2023-11-25 00:00:00+00:00,11,11,1670,231
2023-11-26 00:00:00+00:00,14,14,2299,264
2023-11-27 00:00:00+00:00,25,23,3251,394
2023-11-28 00:00:00+00:00,27,21,2989,367
2023-11-29 00:00:00+00:00,27,25,3484,371
2023-11-30 00:00:00+00:00,21,18,2810,290
2023-12-01 00:00:00+00:00,17,14,2312,312
2023-12-02 00:00:00+00:00,16,15,1950,223
2023-12-03 00:00:00+00:00,9,9,1836,196
2023-12-04 00:00:00+00:00,28,23,2655,361
2023-12-05 00:00:00+00:00,20,18,3113,349
2023-12-06 00:00:00+00:00,30,20,2384,323
