time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-23 00:00:00+00:00,31,24,4448,501
2023-08-24 00:00:00+00:00,25,24,4583,548
2023-08-25 00:00:00+00:00,19,18,4494,475
2023-08-26 00:00:00+00:00,21,18,3953,318
2023-08-27 00:00:00+00:00,31,25,3531,324
2023-08-28 00:00:00+00:00,34,28,5172,537
2023-08-29 00:00:00+00:00,26,21,4639,511
2023-08-30 00:00:00+00:00,33,30,4996,483
2023-08-31 00:00:00+00:00,27,24,3678,447
2023-09-01 00:00:00+00:00,34,25,3519,437
2023-09-02 00:00:00+00:00,35,27,2902,297
2023-09-03 00:00:00+00:00,26,24,3233,316
2023-09-04 00:00:00+00:00,28,27,4456,499
2023-09-05 00:00:00+00:00,36,30,4748,522
