time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-07 00:00:00+00:00,27,17,683,155
2025-10-08 00:00:00+00:00,27,18,595,184
2025-10-09 00:00:00+00:00,38,13,686,164
2025-10-10 00:00:00+00:00,30,18,789,181
2025-10-11 00:00:00+00:00,42,20,676,137
2025-10-12 00:00:00+00:00,30,17,750,157
2025-10-13 00:00:00+00:00,36,22,872,214
2025-10-14 00:00:00+00:00,40,18,946,202
2025-10-15 00:00:00+00:00,39,19,656,175
2025-10-16 00:00:00+00:00,26,13,740,189
2025-10-17 00:00:00+00:00,38,21,873,193
2025-10-18 00:00:00+00:00,68,20,531,148
2025-10-19 00:00:00+00:00,26,14,544,137
2025-10-20 00:00:00+00:00,21,12,1024,228
