time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-10-11 00:00:00+00:00,26,23,3373,394
2023-10-12 00:00:00+00:00,24,23,3279,403
2023-10-13 00:00:00+00:00,26,24,3057,356
2023-10-14 00:00:00+00:00,9,8,1948,241
2023-10-15 00:00:00+00:00,14,13,2214,229
2023-10-16 00:00:00+00:00,33,23,3529,392
2023-10-17 00:00:00+00:00,34,24,3650,394
2023-10-18 00:00:00+00:00,29,26,3399,362
2023-10-19 00:00:00+00:00,43,29,3304,382
2023-10-20 00:00:00+00:00,23,21,3106,357
2023-10-21 00:00:00+00:00,12,12,1982,268
2023-10-22 00:00:00+00:00,17,16,2528,260
2023-10-23 00:00:00+00:00,27,25,3030,385
2023-10-24 00:00:00+00:00,21,16,2522,376
