time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-07 00:00:00+00:00,5,5,1697,157
2024-09-08 00:00:00+00:00,7,6,1664,165
2024-09-09 00:00:00+00:00,8,7,2177,273
2024-09-10 00:00:00+00:00,3,3,2608,308
2024-09-11 00:00:00+00:00,10,7,2409,292
2024-09-12 00:00:00+00:00,8,7,1991,291
2024-09-13 00:00:00+00:00,5,5,2864,323
2024-09-14 00:00:00+00:00,2,2,1671,188
2024-09-15 00:00:00+00:00,7,6,1663,165
2024-09-16 00:00:00+00:00,8,6,2206,221
2024-09-17 00:00:00+00:00,4,4,2017,229
2024-09-18 00:00:00+00:00,8,8,2938,257
2024-09-19 00:00:00+00:00,4,4,3192,331
2024-09-20 00:00:00+00:00,2,2,2384,259
