time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-16 00:00:00+00:00,42,24,382,117
2026-02-17 00:00:00+00:00,44,17,605,141
2026-02-18 00:00:00+00:00,32,19,457,145
2026-02-19 00:00:00+00:00,27,16,795,166
2026-02-20 00:00:00+00:00,27,17,463,154
2026-02-21 00:00:00+00:00,39,19,471,128
2026-02-22 00:00:00+00:00,30,17,408,113
2026-02-23 00:00:00+00:00,40,21,522,146
2026-02-24 00:00:00+00:00,28,14,997,187
2026-02-25 00:00:00+00:00,42,25,748,185
2026-02-26 00:00:00+00:00,41,26,989,215
2026-02-27 00:00:00+00:00,37,19,726,173
2026-02-28 00:00:00+00:00,29,13,453,128
2026-03-01 00:00:00+00:00,39,18,559,119
