time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-30 00:00:00+00:00,49,24,958,249
2025-07-01 00:00:00+00:00,40,22,1073,238
2025-07-02 00:00:00+00:00,38,24,1174,274
2025-07-03 00:00:00+00:00,55,24,1215,232
2025-07-04 00:00:00+00:00,41,22,899,211
2025-07-05 00:00:00+00:00,38,16,609,136
2025-07-06 00:00:00+00:00,40,21,796,159
2025-07-07 00:00:00+00:00,50,26,1011,247
2025-07-08 00:00:00+00:00,38,16,923,239
2025-07-09 00:00:00+00:00,51,33,1106,263
2025-07-10 00:00:00+00:00,31,18,845,204
2025-07-11 00:00:00+00:00,36,19,829,232
2025-07-12 00:00:00+00:00,33,15,584,138
2025-07-13 00:00:00+00:00,25,13,653,144
