time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-15 00:00:00+00:00,24,12,598,155
2025-11-16 00:00:00+00:00,27,16,565,141
2025-11-17 00:00:00+00:00,42,34,802,211
2025-11-18 00:00:00+00:00,33,21,857,196
2025-11-19 00:00:00+00:00,34,25,825,197
2025-11-20 00:00:00+00:00,23,14,832,180
2025-11-21 00:00:00+00:00,35,23,996,214
2025-11-22 00:00:00+00:00,22,13,493,149
2025-11-23 00:00:00+00:00,24,14,594,177
2025-11-24 00:00:00+00:00,38,28,1008,236
2025-11-25 00:00:00+00:00,37,19,1014,193
2025-11-26 00:00:00+00:00,22,15,1053,246
2025-11-27 00:00:00+00:00,31,19,979,214
2025-11-28 00:00:00+00:00,27,16,931,214
