time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-09 00:00:00+00:00,13,11,882,198
2025-02-10 00:00:00+00:00,20,20,1213,305
2025-02-11 00:00:00+00:00,25,19,1314,297
2025-02-12 00:00:00+00:00,15,10,1224,276
2025-02-13 00:00:00+00:00,20,15,1132,310
2025-02-14 00:00:00+00:00,18,17,1005,242
2025-02-15 00:00:00+00:00,18,12,1496,581
2025-02-16 00:00:00+00:00,19,15,1023,374
2025-02-17 00:00:00+00:00,22,17,1287,345
2025-02-18 00:00:00+00:00,23,20,1533,309
2025-02-19 00:00:00+00:00,26,22,1336,322
2025-02-20 00:00:00+00:00,36,22,1248,264
2025-02-21 00:00:00+00:00,19,17,1275,257
2025-02-22 00:00:00+00:00,14,12,739,176
