time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-01 00:00:00+00:00,35,25,1499,283
2025-04-02 00:00:00+00:00,31,25,1084,233
2025-04-03 00:00:00+00:00,25,24,1208,240
2025-04-04 00:00:00+00:00,18,14,801,192
2025-04-05 00:00:00+00:00,22,19,685,151
2025-04-06 00:00:00+00:00,21,16,831,164
2025-04-07 00:00:00+00:00,10,10,1002,241
2025-04-08 00:00:00+00:00,17,16,1347,258
2025-04-09 00:00:00+00:00,13,11,1143,247
2025-04-10 00:00:00+00:00,23,15,1134,241
2025-04-11 00:00:00+00:00,21,16,965,233
2025-04-12 00:00:00+00:00,14,10,790,156
2025-04-13 00:00:00+00:00,18,13,1204,163
2025-04-14 00:00:00+00:00,16,14,1006,251
