time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-26 00:00:00+00:00,8,6,1691,326
2024-09-27 00:00:00+00:00,4,3,1282,294
2024-09-28 00:00:00+00:00,5,3,706,188
2024-09-29 00:00:00+00:00,6,5,806,191
2024-09-30 00:00:00+00:00,8,7,1356,291
2024-10-01 00:00:00+00:00,8,7,925,258
2024-10-02 00:00:00+00:00,8,7,964,216
2024-10-03 00:00:00+00:00,5,3,1173,238
2024-10-04 00:00:00+00:00,6,5,970,216
2024-10-05 00:00:00+00:00,4,4,861,179
2024-10-06 00:00:00+00:00,4,4,927,196
2024-10-07 00:00:00+00:00,7,7,1171,263
2024-10-08 00:00:00+00:00,15,11,1141,292
2024-10-09 00:00:00+00:00,6,6,1289,291
