time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-29 00:00:00+00:00,3,3,1192,254
2024-11-30 00:00:00+00:00,10,8,812,193
2024-12-01 00:00:00+00:00,7,7,773,173
2024-12-02 00:00:00+00:00,11,10,1109,292
2024-12-03 00:00:00+00:00,5,4,939,267
2024-12-04 00:00:00+00:00,6,6,1100,250
2024-12-05 00:00:00+00:00,8,5,1099,260
2024-12-06 00:00:00+00:00,10,8,939,248
2024-12-07 00:00:00+00:00,9,8,819,159
2024-12-08 00:00:00+00:00,4,3,842,178
2024-12-09 00:00:00+00:00,7,6,1313,262
2024-12-10 00:00:00+00:00,9,7,1117,284
2024-12-11 00:00:00+00:00,6,6,1011,257
2024-12-12 00:00:00+00:00,8,8,868,253
