time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-02 00:00:00+00:00,35,19,490,129
2025-11-03 00:00:00+00:00,42,27,872,197
2025-11-04 00:00:00+00:00,40,23,931,181
2025-11-05 00:00:00+00:00,46,26,821,203
2025-11-06 00:00:00+00:00,31,21,1184,210
2025-11-07 00:00:00+00:00,31,20,660,176
2025-11-08 00:00:00+00:00,32,16,465,121
2025-11-09 00:00:00+00:00,56,28,675,134
2025-11-10 00:00:00+00:00,33,17,747,206
2025-11-11 00:00:00+00:00,44,29,822,192
2025-11-12 00:00:00+00:00,44,30,1174,236
2025-11-13 00:00:00+00:00,38,22,1037,226
2025-11-14 00:00:00+00:00,34,17,857,199
2025-11-15 00:00:00+00:00,20,9,589,149
