time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-19 00:00:00+00:00,26,22,1692,249
2023-02-20 00:00:00+00:00,27,18,2339,386
2023-02-21 00:00:00+00:00,32,26,1833,380
2023-02-22 00:00:00+00:00,28,17,2251,397
2023-02-23 00:00:00+00:00,31,26,2347,405
2023-02-24 00:00:00+00:00,32,30,2161,424
2023-02-25 00:00:00+00:00,18,18,1488,280
2023-02-26 00:00:00+00:00,28,26,1874,298
2023-02-27 00:00:00+00:00,28,25,2494,410
2023-02-28 00:00:00+00:00,36,31,2434,408
2023-03-01 00:00:00+00:00,35,29,1983,399
2023-03-02 00:00:00+00:00,37,28,2525,425
2023-03-03 00:00:00+00:00,34,26,2336,393
2023-03-04 00:00:00+00:00,25,21,1394,249
