time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-03 00:00:00+00:00,27,18,2222,267
2024-05-04 00:00:00+00:00,18,14,2433,218
2024-05-05 00:00:00+00:00,12,8,2298,219
2024-05-06 00:00:00+00:00,15,15,3140,358
2024-05-07 00:00:00+00:00,21,19,2640,353
2024-05-08 00:00:00+00:00,25,18,2767,332
2024-05-09 00:00:00+00:00,19,17,2802,340
2024-05-10 00:00:00+00:00,32,22,2621,317
2024-05-11 00:00:00+00:00,20,18,2366,250
2024-05-12 00:00:00+00:00,30,18,1551,206
2024-05-13 00:00:00+00:00,30,22,2828,344
2024-05-14 00:00:00+00:00,30,21,2609,325
2024-05-15 00:00:00+00:00,26,20,2836,332
2024-05-16 00:00:00+00:00,14,9,1926,267
