time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-14 00:00:00+00:00,20,12,737,184
2025-08-15 00:00:00+00:00,55,22,966,204
2025-08-16 00:00:00+00:00,49,18,795,148
2025-08-17 00:00:00+00:00,45,16,309,115
2025-08-18 00:00:00+00:00,51,19,762,197
2025-08-19 00:00:00+00:00,42,16,602,167
2025-08-20 00:00:00+00:00,56,20,311,104
2025-08-21 00:00:00+00:00,72,28,740,193
2025-08-22 00:00:00+00:00,105,32,761,189
2025-08-23 00:00:00+00:00,109,40,634,132
2025-08-24 00:00:00+00:00,113,39,662,129
2025-08-25 00:00:00+00:00,120,40,705,226
2025-08-26 00:00:00+00:00,103,33,814,199
2025-08-27 00:00:00+00:00,38,15,636,190
