time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-04 00:00:00+00:00,27,14,3093,345
2024-06-05 00:00:00+00:00,37,21,2653,301
2024-06-06 00:00:00+00:00,16,14,2781,325
2024-06-07 00:00:00+00:00,23,17,2194,267
2024-06-08 00:00:00+00:00,18,11,1376,196
2024-06-09 00:00:00+00:00,26,14,1614,188
2024-06-10 00:00:00+00:00,15,9,1853,243
2024-06-11 00:00:00+00:00,19,16,2325,309
2024-06-12 00:00:00+00:00,21,17,3068,331
2024-06-13 00:00:00+00:00,19,13,2776,320
2024-06-14 00:00:00+00:00,13,11,2283,296
2024-06-15 00:00:00+00:00,6,6,1811,210
2024-06-16 00:00:00+00:00,3,3,1279,184
2024-06-17 00:00:00+00:00,5,5,2333,264
