time_iso8601,forks_cumulative
2022-11-14 00:00:00+00:00,1051
2022-11-15 00:00:00+00:00,1052
2022-11-19 00:00:00+00:00,1053
2022-11-23 00:00:00+00:00,1055
2022-11-24 00:00:00+00:00,1057
2022-11-25 00:00:00+00:00,1059
2022-11-27 00:00:00+00:00,1060
2022-11-29 00:00:00+00:00,1061
2022-12-01 00:00:00+00:00,1062
2022-12-02 00:00:00+00:00,1063
2022-12-06 00:00:00+00:00,1066
2022-12-07 00:00:00+00:00,1067
2022-12-08 00:00:00+00:00,1068
2022-12-09 00:00:00+00:00,1070
2022-12-12 00:00:00+00:00,1071
2022-12-13 00:00:00+00:00,1072
2022-12-14 00:00:00+00:00,1073
2022-12-17 00:00:00+00:00,1074
2022-12-22 00:00:00+00:00,1076
2022-12-23 00:00:00+00:00,1078
2022-12-24 00:00:00+00:00,1081
2022-12-25 00:00:00+00:00,1082
2022-12-29 00:00:00+00:00,1083
2022-12-31 00:00:00+00:00,1084
2023-01-01 00:00:00+00:00,1085
2023-01-02 00:00:00+00:00,1086
2023-01-03 00:00:00+00:00,1087
2023-01-04 00:00:00+00:00,1088
2023-01-05 00:00:00+00:00,1092
2023-01-06 00:00:00+00:00,1093
2023-01-12 00:00:00+00:00,1095
2023-01-13 00:00:00+00:00,1096
2023-01-14 00:00:00+00:00,1098
2023-01-17 00:00:00+00:00,1099
2023-01-19 00:00:00+00:00,1100
2023-01-22 00:00:00+00:00,1101
2023-01-25 00:00:00+00:00,1102
2023-01-26 00:00:00+00:00,1103
2023-01-27 00:00:00+00:00,1104
2023-01-28 00:00:00+00:00,1106
2023-02-01 00:00:00+00:00,1109
2023-02-02 00:00:00+00:00,1110
2023-02-03 00:00:00+00:00,1111
2023-02-04 00:00:00+00:00,1112
2023-02-07 00:00:00+00:00,1113
2023-02-08 00:00:00+00:00,1114
2023-02-12 00:00:00+00:00,1116
2023-02-16 00:00:00+00:00,1117
2023-02-18 00:00:00+00:00,1119
2023-02-19 00:00:00+00:00,1120
2023-02-20 00:00:00+00:00,1121
2023-02-21 00:00:00+00:00,1122
2023-02-22 00:00:00+00:00,1123
2023-02-23 00:00:00+00:00,1124
2023-02-24 00:00:00+00:00,1126
2023-02-25 00:00:00+00:00,1127
2023-02-27 00:00:00+00:00,1128
2023-03-01 00:00:00+00:00,1129
2023-03-03 00:00:00+00:00,1130
2023-03-04 00:00:00+00:00,1133
2023-03-05 00:00:00+00:00,1136
2023-03-06 00:00:00+00:00,1137
2023-03-07 00:00:00+00:00,1138
2023-03-11 00:00:00+00:00,1139
2023-03-12 00:00:00+00:00,1141
2023-03-13 00:00:00+00:00,1142
2023-03-14 00:00:00+00:00,1145
2023-03-15 00:00:00+00:00,1147
2023-03-16 00:00:00+00:00,1148
2023-03-17 00:00:00+00:00,1150
2023-03-18 00:00:00+00:00,1151
2023-03-19 00:00:00+00:00,1153
2023-03-20 00:00:00+00:00,1156
2023-03-21 00:00:00+00:00,1158
2023-03-22 00:00:00+00:00,1159
2023-03-23 00:00:00+00:00,1161
2023-03-24 00:00:00+00:00,1163
2023-03-25 00:00:00+00:00,1165
2023-03-28 00:00:00+00:00,1166
2023-03-29 00:00:00+00:00,1168
2023-03-30 00:00:00+00:00,1169
2023-03-31 00:00:00+00:00,1171
2023-04-03 00:00:00+00:00,1173
2023-04-06 00:00:00+00:00,1175
2023-04-07 00:00:00+00:00,1176
2023-04-08 00:00:00+00:00,1177
2023-04-10 00:00:00+00:00,1178
2023-04-11 00:00:00+00:00,1179
2023-04-13 00:00:00+00:00,1181
2023-04-14 00:00:00+00:00,1182
2023-04-15 00:00:00+00:00,1183
2023-04-16 00:00:00+00:00,1184
2023-04-17 00:00:00+00:00,1186
2023-04-18 00:00:00+00:00,1187
2023-04-20 00:00:00+00:00,1189
2023-04-22 00:00:00+00:00,1190
2023-04-23 00:00:00+00:00,1192
2023-04-24 00:00:00+00:00,1193
2023-04-25 00:00:00+00:00,1194
2023-04-26 00:00:00+00:00,1195
2023-04-27 00:00:00+00:00,1196
2023-04-28 00:00:00+00:00,1197
2023-04-29 00:00:00+00:00,1200
2023-04-30 00:00:00+00:00,1201
2023-05-04 00:00:00+00:00,1202
2023-05-05 00:00:00+00:00,1203
2023-05-06 00:00:00+00:00,1205
2023-05-07 00:00:00+00:00,1207
2023-05-09 00:00:00+00:00,1208
2023-05-10 00:00:00+00:00,1210
2023-05-12 00:00:00+00:00,1211
2023-05-13 00:00:00+00:00,1214
2023-05-14 00:00:00+00:00,1215
2023-05-16 00:00:00+00:00,1216
2023-05-18 00:00:00+00:00,1218
2023-05-20 00:00:00+00:00,1219
2023-05-21 00:00:00+00:00,1221
2023-05-24 00:00:00+00:00,1224
2023-05-28 00:00:00+00:00,1226
2023-05-29 00:00:00+00:00,1227
2023-05-30 00:00:00+00:00,1228
2023-05-31 00:00:00+00:00,1229
2023-06-01 00:00:00+00:00,1230
2023-06-02 00:00:00+00:00,1234
2023-06-04 00:00:00+00:00,1236
2023-06-05 00:00:00+00:00,1238
2023-06-06 00:00:00+00:00,1242
2023-06-07 00:00:00+00:00,1243
2023-06-08 00:00:00+00:00,1245
2023-06-09 00:00:00+00:00,1247
2023-06-10 00:00:00+00:00,1250
2023-06-11 00:00:00+00:00,1251
2023-06-14 00:00:00+00:00,1252
2023-06-15 00:00:00+00:00,1253
2023-06-16 00:00:00+00:00,1254
2023-06-18 00:00:00+00:00,1255
2023-06-23 00:00:00+00:00,1256
2023-06-24 00:00:00+00:00,1257
2023-06-25 00:00:00+00:00,1258
2023-06-26 00:00:00+00:00,1260
2023-06-27 00:00:00+00:00,1261
2023-07-04 00:00:00+00:00,1263
2023-07-05 00:00:00+00:00,1264
2023-07-07 00:00:00+00:00,1265
2023-07-08 00:00:00+00:00,1266
2023-07-10 00:00:00+00:00,1267
2023-07-13 00:00:00+00:00,1268
2023-07-14 00:00:00+00:00,1269
2023-07-16 00:00:00+00:00,1270
2023-07-17 00:00:00+00:00,1273
2023-07-18 00:00:00+00:00,1275
2023-07-19 00:00:00+00:00,1277
2023-07-21 00:00:00+00:00,1278
2023-07-22 00:00:00+00:00,1279
2023-07-24 00:00:00+00:00,1281
2023-07-25 00:00:00+00:00,1283
2023-07-26 00:00:00+00:00,1284
2023-07-27 00:00:00+00:00,1285
2023-07-28 00:00:00+00:00,1286
2023-07-31 00:00:00+00:00,1287
2023-08-02 00:00:00+00:00,1288
2023-08-03 00:00:00+00:00,1290
2023-08-04 00:00:00+00:00,1292
2023-08-05 00:00:00+00:00,1293
2023-08-08 00:00:00+00:00,1294
2023-08-09 00:00:00+00:00,1296
2023-08-10 00:00:00+00:00,1297
2023-08-12 00:00:00+00:00,1298
2023-08-13 00:00:00+00:00,1299
2023-08-14 00:00:00+00:00,1301
2023-08-17 00:00:00+00:00,1302
2023-08-19 00:00:00+00:00,1304
2023-08-20 00:00:00+00:00,1305
2023-08-21 00:00:00+00:00,1308
2023-08-22 00:00:00+00:00,1310
2023-08-23 00:00:00+00:00,1311
2023-08-24 00:00:00+00:00,1312
2023-08-25 00:00:00+00:00,1314
2023-08-26 00:00:00+00:00,1316
2023-08-29 00:00:00+00:00,1317
2023-08-31 00:00:00+00:00,1318
2023-09-01 00:00:00+00:00,1319
2023-09-05 00:00:00+00:00,1320
2023-09-10 00:00:00+00:00,1322
2023-09-12 00:00:00+00:00,1323
2023-09-14 00:00:00+00:00,1324
2023-09-15 00:00:00+00:00,1326
2023-09-16 00:00:00+00:00,1328
2023-09-17 00:00:00+00:00,1329
2023-09-21 00:00:00+00:00,1331
2023-09-23 00:00:00+00:00,1332
2023-09-27 00:00:00+00:00,1334
2023-09-28 00:00:00+00:00,1335
2023-09-29 00:00:00+00:00,1336
2023-09-30 00:00:00+00:00,1337
2023-10-07 00:00:00+00:00,1338
2023-10-09 00:00:00+00:00,1339
2023-10-10 00:00:00+00:00,1340
2023-10-13 00:00:00+00:00,1341
2023-10-15 00:00:00+00:00,1342
2023-10-16 00:00:00+00:00,1343
2023-10-17 00:00:00+00:00,1344
2023-10-19 00:00:00+00:00,1345
2023-10-27 00:00:00+00:00,1346
2023-10-28 00:00:00+00:00,1347
2023-11-07 00:00:00+00:00,1348
2023-11-08 00:00:00+00:00,1350
2023-11-10 00:00:00+00:00,1351
2023-11-13 00:00:00+00:00,1352
2023-11-14 00:00:00+00:00,1353
2023-11-16 00:00:00+00:00,1355
2023-11-18 00:00:00+00:00,1357
2023-11-19 00:00:00+00:00,1360
2023-11-24 00:00:00+00:00,1361
2023-11-26 00:00:00+00:00,1362
2023-11-28 00:00:00+00:00,1363
2023-12-02 00:00:00+00:00,1365
2023-12-05 00:00:00+00:00,1366
2023-12-06 00:00:00+00:00,1367
2023-12-10 00:00:00+00:00,1368
2023-12-11 00:00:00+00:00,1369
2023-12-14 00:00:00+00:00,1370
2023-12-17 00:00:00+00:00,1371
2023-12-18 00:00:00+00:00,1374
2023-12-19 00:00:00+00:00,1376
2023-12-20 00:00:00+00:00,1377
2023-12-23 00:00:00+00:00,1378
2023-12-25 00:00:00+00:00,1381
2023-12-27 00:00:00+00:00,1382
2023-12-28 00:00:00+00:00,1383
2024-01-03 00:00:00+00:00,1384
2024-01-04 00:00:00+00:00,1386
2024-01-10 00:00:00+00:00,1387
2024-01-11 00:00:00+00:00,1388
2024-01-16 00:00:00+00:00,1389
2024-01-17 00:00:00+00:00,1390
2024-01-18 00:00:00+00:00,1392
2024-01-24 00:00:00+00:00,1393
2024-01-31 00:00:00+00:00,1394
2024-02-03 00:00:00+00:00,1395
2024-02-11 00:00:00+00:00,1397
2024-02-18 00:00:00+00:00,1398
2024-02-21 00:00:00+00:00,1399
2024-02-22 00:00:00+00:00,1400
2024-02-23 00:00:00+00:00,1402
2024-02-26 00:00:00+00:00,1403
2024-03-01 00:00:00+00:00,1404
2024-03-02 00:00:00+00:00,1405
2024-03-03 00:00:00+00:00,1407
2024-03-04 00:00:00+00:00,1410
2024-03-05 00:00:00+00:00,1426
2024-03-06 00:00:00+00:00,1442
2024-03-07 00:00:00+00:00,1459
2024-03-08 00:00:00+00:00,1462
2024-03-09 00:00:00+00:00,1466
2024-03-11 00:00:00+00:00,1467
2024-03-12 00:00:00+00:00,1468
2024-03-13 00:00:00+00:00,1470
2024-03-15 00:00:00+00:00,1471
2024-03-16 00:00:00+00:00,1473
2024-03-19 00:00:00+00:00,1474
2024-03-20 00:00:00+00:00,1476
2024-03-24 00:00:00+00:00,1477
2024-03-26 00:00:00+00:00,1478
2024-03-28 00:00:00+00:00,1479
2024-03-29 00:00:00+00:00,1480
2024-04-02 00:00:00+00:00,1481
2024-04-03 00:00:00+00:00,1482
2024-04-05 00:00:00+00:00,1483
2024-04-07 00:00:00+00:00,1484
2024-04-09 00:00:00+00:00,1485
2024-04-11 00:00:00+00:00,1487
2024-04-14 00:00:00+00:00,1488
2024-04-18 00:00:00+00:00,1489
2024-04-20 00:00:00+00:00,1490
2024-04-21 00:00:00+00:00,1491
2024-04-26 00:00:00+00:00,1492
2024-05-03 00:00:00+00:00,1493
2024-05-08 00:00:00+00:00,1494
2024-05-09 00:00:00+00:00,1495
2024-05-10 00:00:00+00:00,1496
2024-05-11 00:00:00+00:00,1497
2024-05-13 00:00:00+00:00,1498
2024-05-15 00:00:00+00:00,1499
2024-05-17 00:00:00+00:00,1500
2024-05-18 00:00:00+00:00,1501
2024-05-21 00:00:00+00:00,1502
2024-05-25 00:00:00+00:00,1503
2024-05-27 00:00:00+00:00,1504
2024-05-30 00:00:00+00:00,1505
2024-05-31 00:00:00+00:00,1506
2024-06-02 00:00:00+00:00,1507
2024-06-06 00:00:00+00:00,1508
2024-06-07 00:00:00+00:00,1509
2024-06-11 00:00:00+00:00,1510
2024-06-12 00:00:00+00:00,1511
2024-06-17 00:00:00+00:00,1512
2024-06-21 00:00:00+00:00,1513
2024-06-22 00:00:00+00:00,1514
2024-06-25 00:00:00+00:00,1515
2024-06-27 00:00:00+00:00,1517
2024-06-28 00:00:00+00:00,1518
2024-07-03 00:00:00+00:00,1520
2024-07-04 00:00:00+00:00,1521
2024-07-05 00:00:00+00:00,1523
2024-07-06 00:00:00+00:00,1524
2024-07-08 00:00:00+00:00,1525
2024-07-11 00:00:00+00:00,1526
2024-07-13 00:00:00+00:00,1528
2024-07-14 00:00:00+00:00,1529
2024-07-18 00:00:00+00:00,1531
2024-07-23 00:00:00+00:00,1532
2024-07-24 00:00:00+00:00,1533
2024-07-29 00:00:00+00:00,1534
2024-08-01 00:00:00+00:00,1535
2024-08-04 00:00:00+00:00,1536
2024-08-07 00:00:00+00:00,1537
2024-08-08 00:00:00+00:00,1538
2024-08-10 00:00:00+00:00,1540
2024-08-12 00:00:00+00:00,1542
2024-08-13 00:00:00+00:00,1544
2024-08-16 00:00:00+00:00,1545
2024-08-17 00:00:00+00:00,1547
2024-08-18 00:00:00+00:00,1548
2024-08-21 00:00:00+00:00,1549
2024-08-27 00:00:00+00:00,1550
2024-08-30 00:00:00+00:00,1552
2024-09-01 00:00:00+00:00,1553
2024-09-06 00:00:00+00:00,1554
2024-09-08 00:00:00+00:00,1555
2024-09-09 00:00:00+00:00,1556
2024-09-14 00:00:00+00:00,1557
2024-09-23 00:00:00+00:00,1558
2024-09-24 00:00:00+00:00,1559
2024-09-25 00:00:00+00:00,1560
2024-09-26 00:00:00+00:00,1561
2024-10-08 00:00:00+00:00,1562
2024-10-17 00:00:00+00:00,1563
2024-10-18 00:00:00+00:00,1564
2024-10-21 00:00:00+00:00,1567
2024-10-23 00:00:00+00:00,1568
2024-10-29 00:00:00+00:00,1569
2024-10-31 00:00:00+00:00,1571
2024-11-03 00:00:00+00:00,1572
2024-11-05 00:00:00+00:00,1573
2024-11-08 00:00:00+00:00,1574
2024-11-10 00:00:00+00:00,1575
2024-11-11 00:00:00+00:00,1576
2024-11-12 00:00:00+00:00,1577
2024-11-16 00:00:00+00:00,1578
2024-11-21 00:00:00+00:00,1579
2024-11-26 00:00:00+00:00,1581
2024-11-30 00:00:00+00:00,1582
2024-12-05 00:00:00+00:00,1583
2024-12-07 00:00:00+00:00,1584
2024-12-09 00:00:00+00:00,1585
2024-12-11 00:00:00+00:00,1586
2024-12-16 00:00:00+00:00,1587
2024-12-24 00:00:00+00:00,1588
2024-12-25 00:00:00+00:00,1589
2024-12-26 00:00:00+00:00,1591
2024-12-30 00:00:00+00:00,1592
2025-01-01 00:00:00+00:00,1593
2025-01-02 00:00:00+00:00,1594
2025-01-07 00:00:00+00:00,1595
2025-01-10 00:00:00+00:00,1596
2025-01-11 00:00:00+00:00,1597
2025-01-17 00:00:00+00:00,1598
2025-01-21 00:00:00+00:00,1599
2025-01-23 00:00:00+00:00,1601
2025-01-25 00:00:00+00:00,1602
2025-01-28 00:00:00+00:00,1604
2025-01-29 00:00:00+00:00,1605
2025-01-30 00:00:00+00:00,1607
2025-01-31 00:00:00+00:00,1608
2025-02-08 00:00:00+00:00,1609
2025-02-10 00:00:00+00:00,1610
2025-02-11 00:00:00+00:00,1611
2025-02-17 00:00:00+00:00,1612
2025-02-19 00:00:00+00:00,1613
2025-02-21 00:00:00+00:00,1614
2025-02-23 00:00:00+00:00,1616
2025-02-26 00:00:00+00:00,1617
2025-02-28 00:00:00+00:00,1618
2025-03-01 00:00:00+00:00,1619
2025-03-04 00:00:00+00:00,1620
2025-03-05 00:00:00+00:00,1621
2025-03-09 00:00:00+00:00,1622
2025-03-13 00:00:00+00:00,1625
2025-03-14 00:00:00+00:00,1626
2025-03-16 00:00:00+00:00,1627
2025-03-17 00:00:00+00:00,1628
2025-03-21 00:00:00+00:00,1629
2025-03-24 00:00:00+00:00,1630
2025-03-28 00:00:00+00:00,1631
2025-04-01 00:00:00+00:00,1632
2025-04-06 00:00:00+00:00,1633
2025-04-17 00:00:00+00:00,1634
2025-04-21 00:00:00+00:00,1635
2025-04-22 00:00:00+00:00,1636
2025-04-24 00:00:00+00:00,1637
2025-04-25 00:00:00+00:00,1638
2025-05-01 00:00:00+00:00,1639
2025-05-02 00:00:00+00:00,1640
2025-05-06 00:00:00+00:00,1641
2025-05-07 00:00:00+00:00,1642
2025-05-16 00:00:00+00:00,1643
2025-05-17 00:00:00+00:00,1644
2025-05-20 00:00:00+00:00,1645
2025-05-28 00:00:00+00:00,1646
2025-06-08 00:00:00+00:00,1647
2025-06-10 00:00:00+00:00,1648
2025-06-11 00:00:00+00:00,1649
2025-06-20 00:00:00+00:00,1650
2025-06-24 00:00:00+00:00,1651
2025-06-26 00:00:00+00:00,1652
2025-07-04 00:00:00+00:00,1653
2025-07-06 00:00:00+00:00,1654
2025-07-08 00:00:00+00:00,1655
2025-07-09 00:00:00+00:00,1657
2025-07-16 00:00:00+00:00,1658
2025-07-20 00:00:00+00:00,1659
2025-07-21 00:00:00+00:00,1661
2025-07-23 00:00:00+00:00,1662
2025-07-24 00:00:00+00:00,1663
2025-07-26 00:00:00+00:00,1664
2025-07-30 00:00:00+00:00,1665
2025-07-31 00:00:00+00:00,1666
2025-08-01 00:00:00+00:00,1667
2025-08-02 00:00:00+00:00,1668
2025-08-04 00:00:00+00:00,1669
2025-08-06 00:00:00+00:00,1670
2025-08-10 00:00:00+00:00,1672
2025-08-12 00:00:00+00:00,1673
2025-08-19 00:00:00+00:00,1674
2025-08-22 00:00:00+00:00,1675
2025-08-23 00:00:00+00:00,1676
2025-08-24 00:00:00+00:00,1677
2025-08-28 00:00:00+00:00,1678
2025-09-08 00:00:00+00:00,1679
2025-09-09 00:00:00+00:00,1680
2025-09-12 00:00:00+00:00,1681
2025-09-15 00:00:00+00:00,1682
2025-09-23 00:00:00+00:00,1683
2025-09-24 00:00:00+00:00,1685
2025-09-30 00:00:00+00:00,1687
2025-10-06 00:00:00+00:00,1688
2025-10-09 00:00:00+00:00,1689
2025-10-23 00:00:00+00:00,1690
2025-10-29 00:00:00+00:00,1691
2025-10-30 00:00:00+00:00,1693
2025-11-05 00:00:00+00:00,1695
2025-11-07 00:00:00+00:00,1697
2025-11-08 00:00:00+00:00,1725
2025-11-10 00:00:00+00:00,1726
2025-11-13 00:00:00+00:00,1727
2025-11-14 00:00:00+00:00,1728
2025-11-21 00:00:00+00:00,1729
2025-11-29 00:00:00+00:00,1730
2025-11-30 00:00:00+00:00,1731
