time_iso8601,stars_cumulative
2019-07-07 00:00:00+00:00,2337
2019-07-08 00:00:00+00:00,2340
2019-07-09 00:00:00+00:00,2342
2019-07-10 00:00:00+00:00,2344
2019-07-11 00:00:00+00:00,2347
2019-07-12 00:00:00+00:00,2348
2019-07-13 00:00:00+00:00,2350
2019-07-15 00:00:00+00:00,2355
2019-07-16 00:00:00+00:00,2359
2019-07-17 00:00:00+00:00,2362
2019-07-18 00:00:00+00:00,2364
2019-07-19 00:00:00+00:00,2369
2019-07-20 00:00:00+00:00,2372
2019-07-21 00:00:00+00:00,2374
2019-07-22 00:00:00+00:00,2378
2019-07-23 00:00:00+00:00,2382
2019-07-24 00:00:00+00:00,2388
2019-07-25 00:00:00+00:00,2392
2019-07-26 00:00:00+00:00,2395
2019-07-27 00:00:00+00:00,2397
2019-07-29 00:00:00+00:00,2400
2019-07-30 00:00:00+00:00,2404
2019-07-31 00:00:00+00:00,2407
2019-08-01 00:00:00+00:00,2410
2019-08-02 00:00:00+00:00,2413
2019-08-03 00:00:00+00:00,2414
2019-08-04 00:00:00+00:00,2420
2019-08-05 00:00:00+00:00,2423
2019-08-06 00:00:00+00:00,2429
2019-08-07 00:00:00+00:00,2432
2019-08-08 00:00:00+00:00,2438
2019-08-09 00:00:00+00:00,2440
2019-08-10 00:00:00+00:00,2443
2019-08-11 00:00:00+00:00,2444
2019-08-12 00:00:00+00:00,2447
2019-08-13 00:00:00+00:00,2453
2019-08-14 00:00:00+00:00,2460
2019-08-15 00:00:00+00:00,2462
2019-08-16 00:00:00+00:00,2467
2019-08-18 00:00:00+00:00,2468
2019-08-19 00:00:00+00:00,2471
2019-08-20 00:00:00+00:00,2474
2019-08-21 00:00:00+00:00,2476
2019-08-22 00:00:00+00:00,2478
2019-08-24 00:00:00+00:00,2480
2019-08-25 00:00:00+00:00,2482
2019-08-26 00:00:00+00:00,2484
2019-08-27 00:00:00+00:00,2490
2019-08-28 00:00:00+00:00,2497
2019-08-29 00:00:00+00:00,2500
2019-08-30 00:00:00+00:00,2505
2019-08-31 00:00:00+00:00,2507
2019-09-01 00:00:00+00:00,2510
2019-09-02 00:00:00+00:00,2512
2019-09-03 00:00:00+00:00,2517
2019-09-04 00:00:00+00:00,2520
2019-09-05 00:00:00+00:00,2524
2019-09-06 00:00:00+00:00,2528
2019-09-07 00:00:00+00:00,2529
2019-09-08 00:00:00+00:00,2531
2019-09-09 00:00:00+00:00,2534
2019-09-10 00:00:00+00:00,2535
2019-09-11 00:00:00+00:00,2539
2019-09-12 00:00:00+00:00,2542
2019-09-13 00:00:00+00:00,2546
2019-09-14 00:00:00+00:00,2547
2019-09-15 00:00:00+00:00,2549
2019-09-16 00:00:00+00:00,2550
2019-09-17 00:00:00+00:00,2552
2019-09-18 00:00:00+00:00,2555
2019-09-19 00:00:00+00:00,2556
2019-09-20 00:00:00+00:00,2561
2019-09-21 00:00:00+00:00,2564
2019-09-23 00:00:00+00:00,2570
2019-09-24 00:00:00+00:00,2581
2019-09-25 00:00:00+00:00,2586
2019-09-26 00:00:00+00:00,2589
2019-09-27 00:00:00+00:00,2594
2019-09-28 00:00:00+00:00,2595
2019-09-29 00:00:00+00:00,2599
2019-09-30 00:00:00+00:00,2600
2019-10-01 00:00:00+00:00,2602
2019-10-02 00:00:00+00:00,2604
2019-10-03 00:00:00+00:00,2608
2019-10-05 00:00:00+00:00,2610
2019-10-06 00:00:00+00:00,2611
2019-10-07 00:00:00+00:00,2615
2019-10-09 00:00:00+00:00,2619
2019-10-10 00:00:00+00:00,2624
2019-10-12 00:00:00+00:00,2630
2019-10-13 00:00:00+00:00,2638
2019-10-14 00:00:00+00:00,2643
2019-10-15 00:00:00+00:00,2646
2019-10-16 00:00:00+00:00,2650
2019-10-17 00:00:00+00:00,2654
2019-10-18 00:00:00+00:00,2657
2019-10-19 00:00:00+00:00,2661
2019-10-20 00:00:00+00:00,2662
2019-10-21 00:00:00+00:00,2665
2019-10-22 00:00:00+00:00,2670
2019-10-23 00:00:00+00:00,2675
2019-10-24 00:00:00+00:00,2678
2019-10-25 00:00:00+00:00,2681
2019-10-26 00:00:00+00:00,2684
2019-10-27 00:00:00+00:00,2685
2019-10-28 00:00:00+00:00,2689
2019-10-29 00:00:00+00:00,2693
2019-10-30 00:00:00+00:00,2695
2019-11-01 00:00:00+00:00,2699
2019-11-02 00:00:00+00:00,2704
2019-11-03 00:00:00+00:00,2705
2019-11-04 00:00:00+00:00,2708
2019-11-05 00:00:00+00:00,2713
2019-11-06 00:00:00+00:00,2714
2019-11-07 00:00:00+00:00,2716
2019-11-08 00:00:00+00:00,2720
2019-11-09 00:00:00+00:00,2724
2019-11-10 00:00:00+00:00,2726
2019-11-11 00:00:00+00:00,2731
2019-11-12 00:00:00+00:00,2735
2019-11-13 00:00:00+00:00,2739
2019-11-14 00:00:00+00:00,2744
2019-11-15 00:00:00+00:00,2745
2019-11-17 00:00:00+00:00,2747
2019-11-18 00:00:00+00:00,2751
2019-11-19 00:00:00+00:00,2753
2019-11-20 00:00:00+00:00,2755
2019-11-21 00:00:00+00:00,2758
2019-11-22 00:00:00+00:00,2760
2019-11-24 00:00:00+00:00,2761
2019-11-25 00:00:00+00:00,2764
2019-11-26 00:00:00+00:00,2768
2019-11-27 00:00:00+00:00,2770
2019-11-28 00:00:00+00:00,2772
2019-11-29 00:00:00+00:00,2773
2019-11-30 00:00:00+00:00,2776
2019-12-01 00:00:00+00:00,2780
2019-12-02 00:00:00+00:00,2785
2019-12-03 00:00:00+00:00,2790
2019-12-04 00:00:00+00:00,2795
2019-12-05 00:00:00+00:00,2800
2019-12-06 00:00:00+00:00,2805
2019-12-07 00:00:00+00:00,2808
2019-12-08 00:00:00+00:00,2812
2019-12-09 00:00:00+00:00,2821
2019-12-10 00:00:00+00:00,2823
2019-12-11 00:00:00+00:00,2825
2019-12-12 00:00:00+00:00,2833
2019-12-13 00:00:00+00:00,2838
2019-12-14 00:00:00+00:00,2840
2019-12-16 00:00:00+00:00,2842
2019-12-17 00:00:00+00:00,2843
2019-12-18 00:00:00+00:00,2846
2019-12-19 00:00:00+00:00,2849
2019-12-20 00:00:00+00:00,2855
2019-12-21 00:00:00+00:00,2857
2019-12-22 00:00:00+00:00,2859
2019-12-23 00:00:00+00:00,2864
2019-12-24 00:00:00+00:00,2869
2019-12-25 00:00:00+00:00,2871
2019-12-26 00:00:00+00:00,2872
2019-12-27 00:00:00+00:00,2876
2019-12-29 00:00:00+00:00,2879
2019-12-30 00:00:00+00:00,2882
2019-12-31 00:00:00+00:00,2886
2020-01-01 00:00:00+00:00,2891
2020-01-02 00:00:00+00:00,2893
2020-01-03 00:00:00+00:00,2894
2020-01-04 00:00:00+00:00,2896
2020-01-05 00:00:00+00:00,2903
2020-01-06 00:00:00+00:00,2907
2020-01-08 00:00:00+00:00,2911
2020-01-09 00:00:00+00:00,2912
2020-01-10 00:00:00+00:00,2913
2020-01-11 00:00:00+00:00,2914
2020-01-13 00:00:00+00:00,2916
2020-01-14 00:00:00+00:00,2919
2020-01-15 00:00:00+00:00,2921
